groupId,lastUpdate,count,score,text
1745793883000000002,2025-04-29 17:36:54,1455,5.090,"Apr 29 17:36:54 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:36:50"" duration=4 policy_id=328 service=icmp proto=1 src zone=Trust dst zone=Private action=Permit sent=64 rcvd=64 src=192.168.48.133 dst=192.168.14.244 icmp type=0 icmp code=0 src-xlated ip=192.168.48.133 dst-xlated ip=192.168.14.244 session_id=47308 reason=Close - RESP"
1744456199000000002,2025-04-29 17:40:04,1442,4.689,"Apr 29 17:40:04 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:39:03"" duration=61 policy_id=328 service=udp/port:389 proto=17 src zone=Trust dst zone=Private action=Permit sent=249 rcvd=219 src=192.168.48.133 dst=192.168.14.245 src_port=64916 dst_port=389 src-xlated ip=192.168.48.133 port=64916 dst-xlated ip=192.168.14.245 port=389 session_id=46456 reason=Close - AGE OUT"
1740086786000000001,2025-04-29 17:19:06,1434,4.764,"Apr 29 17:19:06 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:18:47"" duration=19 policy_id=328 service=msrpc Endpoint Mapper(tcp) proto=6 src zone=Trust dst zone=Private action=Permit sent=758 rcvd=570 src=192.168.48.134 dst=192.168.14.235 src_port=52330 dst_port=135 src-xlated ip=192.168.48.134 port=52330 dst-xlated ip=192.168.14.235 port=135 session_id=47051 reason=Close - AGE OUT"
1739990707000000042,2025-04-29 17:35:08,1384,4.648,"Apr 29 17:35:08 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:35:06"" duration=2 policy_id=328 service=ldap proto=6 src zone=Trust dst zone=Private action=Permit sent=15592 rcvd=279580 src=192.168.48.130 dst=192.168.14.246 src_port=24155 dst_port=389 src-xlated ip=192.168.48.130 port=24155 dst-xlated ip=192.168.14.246 port=389 session_id=47960 reason=Close - TCP RST"
1739991069000000070,2025-04-29 17:21:14,1271,4.507,"Apr 29 17:21:14 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:19:04"" duration=130 policy_id=175 service=tcp/port:9771 proto=6 src zone=Trust dst zone=BICS-VPN action=Permit sent=1312 rcvd=1284 src=192.168.48.51 dst=8.3.217.11 src_port=54043 dst_port=9771 src-xlated ip=202.173.5.240 port=25479 dst-xlated ip=8.3.217.11 port=9771 session_id=46007 reason=Close - TCP RST"
1739991881000000010,2025-04-29 17:38:26,1261,4.749,"Apr 29 17:38:26 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:38:09"" duration=17 policy_id=328 service=msrpc Endpoint Mapper(tcp) proto=6 src zone=Trust dst zone=Private action=Permit sent=1036 rcvd=780 src=192.168.48.123 dst=192.168.14.244 src_port=58591 dst_port=135 src-xlated ip=192.168.48.123 port=58591 dst-xlated ip=192.168.14.244 port=135 session_id=46394 reason=Close - AGE OUT"
1739991429000000076,2025-04-29 17:33:48,1186,4.506,"Apr 29 17:33:48 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:30:02"" duration=226 policy_id=178 service=tcp/port:9003 proto=6 src zone=Trust dst zone=BICS-VPN action=Permit sent=2059 rcvd=8499 src=192.168.48.52 dst=202.87.106.46 src_port=55195 dst_port=9003 src-xlated ip=202.173.5.240 port=32237 dst-xlated ip=202.87.106.46 port=9003 session_id=47710 reason=Close - TCP RST"
1739990997000000065,2025-04-29 17:36:16,1116,4.815,"Apr 29 17:36:16 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:36:15"" duration=0 policy_id=5 service=NETBIOS (NS) proto=17 src zone=Trust dst zone=Untrust action=Deny sent=0 rcvd=58 src=192.168.48.33 dst=192.168.47.11 src_port=137 dst_port=137 session_id=0 reason=Traffic Denied"
1739990713000000046,2025-04-29 17:36:26,966,4.693,"Apr 29 17:36:26 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:36:12"" duration=14 policy_id=331 service=msrpc Endpoint Mapper(tcp) proto=6 src zone=Trust dst zone=Private action=Permit sent=1314 rcvd=990 src=192.168.48.34 dst=192.168.14.245 src_port=65494 dst_port=135 src-xlated ip=192.168.48.34 port=65494 dst-xlated ip=192.168.14.245 port=135 session_id=47543 reason=Close - AGE OUT"
1745661606000000001,2025-04-29 02:39:36,974,0.000,"Apr 29 02:39:36 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 02:39:34"" duration=2 policy_id=19 service=dns proto=17 src zone=Trust dst zone=Private action=Permit sent=85 rcvd=101 src=192.168.48.52 dst=192.168.88.1 src_port=63332 dst_port=53 src-xlated ip=192.168.48.52 port=63332 dst-xlated ip=192.168.88.1 port=53 session_id=46278 reason=Close - RESP"
1742905928000000002,2025-04-29 17:39:58,930,4.542,"Apr 29 17:39:58 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:39:38"" duration=20 policy_id=19 service=http proto=6 src zone=Trust dst zone=Private action=Permit sent=206 rcvd=0 src=192.168.48.52 dst=216.58.220.131 src_port=55950 dst_port=80 src-xlated ip=192.168.48.52 port=55950 dst-xlated ip=216.58.220.131 port=80 session_id=46450 reason=Close - AGE OUT"
1739991079000000071,2025-04-29 17:19:24,915,4.615,"Apr 29 17:19:24 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:19:20"" duration=4 policy_id=331 service=ldap proto=6 src zone=Trust dst zone=Private action=Permit sent=3002 rcvd=5592 src=192.168.48.34 dst=192.168.1.235 src_port=65100 dst_port=389 src-xlated ip=192.168.48.34 port=65100 dst-xlated ip=192.168.1.235 port=389 session_id=47891 reason=Close - TCP FIN"
1739991789000000006,2025-04-29 17:10:12,912,4.591,"Apr 29 17:10:12 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:08:02"" duration=130 policy_id=186 service=https proto=6 src zone=Trust dst zone=BICS-VPN action=Permit sent=1412 rcvd=1609 src=192.168.48.51 dst=203.115.242.27 src_port=53080 dst_port=443 src-xlated ip=202.173.5.240 port=5286 dst-xlated ip=203.115.242.27 port=443 session_id=47917 reason=Close - TCP RST"
1739990803000000060,2025-04-29 17:13:56,889,4.593,"Apr 29 17:13:56 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:13:51"" duration=5 policy_id=331 service=ldap proto=6 src zone=Trust dst zone=Private action=Permit sent=3782 rcvd=3112 src=192.168.48.29 dst=192.168.14.244 src_port=62181 dst_port=389 src-xlated ip=192.168.48.29 port=62181 dst-xlated ip=192.168.14.244 port=389 session_id=47412 reason=Close - TCP FIN"
1745196963000000001,2025-04-29 17:35:34,875,4.573,"Apr 29 17:35:34 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:35:29"" duration=5 policy_id=328 service=ldap proto=6 src zone=Trust dst zone=Private action=Permit sent=3759 rcvd=4785 src=192.168.48.133 dst=192.168.14.244 src_port=58386 dst_port=389 src-xlated ip=192.168.48.133 port=58386 dst-xlated ip=192.168.14.244 port=389 session_id=47260 reason=Close - TCP FIN"
1745484545000000001,2025-04-29 08:55:10,862,0.000,"Apr 29 08:55:10 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 08:55:05"" duration=4 policy_id=328 service=ldap proto=6 src zone=Trust dst zone=Private action=Permit sent=15592 rcvd=279252 src=192.168.48.130 dst=192.168.14.244 src_port=15092 dst_port=389 src-xlated ip=192.168.48.130 port=15092 dst-xlated ip=192.168.14.244 port=389 session_id=47462 reason=Close - TCP RST"
1739990635000000023,2025-04-29 17:05:58,853,4.766,"Apr 29 17:05:58 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:04:59"" duration=59 policy_id=331 service=udp/port:389 proto=17 src zone=Trust dst zone=Private action=Permit sent=251 rcvd=219 src=192.168.48.24 dst=192.168.1.235 src_port=64346 dst_port=389 src-xlated ip=192.168.48.24 port=64346 dst-xlated ip=192.168.1.235 port=389 session_id=45558 reason=Close - AGE OUT"
1739990711000000045,2025-04-29 17:32:08,815,4.531,"Apr 29 17:32:08 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:02:09"" duration=1799 policy_id=328 service=tcp/port:1025 proto=6 src zone=Trust dst zone=Private action=Permit sent=2484 rcvd=784 src=192.168.48.123 dst=192.168.14.244 src_port=57856 dst_port=1025 src-xlated ip=192.168.48.123 port=57856 dst-xlated ip=192.168.14.244 port=1025 session_id=47243 reason=Close - AGE OUT"
1739992943000000021,2025-04-29 17:30:24,815,4.641,"Apr 29 17:30:24 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:30:18"" duration=6 policy_id=328 service=ldap proto=6 src zone=Trust dst zone=Private action=Permit sent=4975 rcvd=15135 src=192.168.48.124 dst=192.168.14.246 src_port=53623 dst_port=389 src-xlated ip=192.168.48.124 port=53623 dst-xlated ip=192.168.14.246 port=389 session_id=45813 reason=Close - TCP FIN"
1739991065000000069,2025-04-29 17:34:36,785,4.692,"Apr 29 17:34:36 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:33:35"" duration=61 policy_id=19 service=Network Time proto=17 src zone=Trust dst zone=Private action=Permit sent=94 rcvd=94 src=192.168.48.52 dst=192.168.88.2 src_port=123 dst_port=123 src-xlated ip=192.168.48.52 port=123 dst-xlated ip=192.168.88.2 port=123 session_id=47469 reason=Close - AGE OUT"
1739990737000000049,2025-04-29 17:37:32,783,4.709,"Apr 29 17:37:32 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:36:32"" duration=60 policy_id=19 service=Network Time proto=17 src zone=Trust dst zone=Private action=Permit sent=94 rcvd=94 src=192.168.48.132 dst=192.168.88.1 src_port=123 dst_port=123 src-xlated ip=192.168.48.132 port=123 dst-xlated ip=192.168.88.1 port=123 session_id=46419 reason=Close - AGE OUT"
1739990743000000050,2025-04-29 17:31:30,781,4.695,"Apr 29 17:31:30 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:30:29"" duration=61 policy_id=19 service=Network Time proto=17 src zone=Trust dst zone=Private action=Permit sent=94 rcvd=94 src=192.168.48.51 dst=192.168.88.2 src_port=123 dst_port=123 src-xlated ip=192.168.48.51 port=123 dst-xlated ip=192.168.88.2 port=123 session_id=47074 reason=Close - AGE OUT"
1745795101000000002,2025-04-29 17:38:04,786,4.658,"Apr 29 17:38:04 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:36:37"" duration=87 policy_id=331 service=msrpc Endpoint Mapper(tcp) proto=6 src zone=Trust dst zone=Private action=Permit sent=1250 rcvd=990 src=192.168.48.33 dst=192.168.14.245 src_port=57030 dst_port=135 src-xlated ip=192.168.48.33 port=57030 dst-xlated ip=192.168.14.245 port=135 session_id=46400 reason=Close - AGE OUT"
1739991089000000072,2025-04-29 17:36:26,779,4.770,"Apr 29 17:36:26 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:36:12"" duration=14 policy_id=331 service=msrpc Endpoint Mapper(tcp) proto=6 src zone=Trust dst zone=Private action=Permit sent=758 rcvd=570 src=192.168.48.34 dst=192.168.1.235 src_port=65496 dst_port=135 src-xlated ip=192.168.48.34 port=65496 dst-xlated ip=192.168.1.235 port=135 session_id=47401 reason=Close - AGE OUT"
1739991795000000007,2025-04-29 17:06:10,749,4.589,"Apr 29 17:06:10 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:04:02"" duration=128 policy_id=186 service=https proto=6 src zone=Trust dst zone=BICS-VPN action=Permit sent=1412 rcvd=1609 src=192.168.48.52 dst=203.115.242.27 src_port=52969 dst_port=443 src-xlated ip=202.173.5.240 port=22391 dst-xlated ip=203.115.242.27 port=443 session_id=46400 reason=Close - TCP RST"
1744456319000000003,2025-04-29 17:35:00,683,4.661,"Apr 29 17:35:00 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:34:01"" duration=59 policy_id=331 service=udp/port:389 proto=17 src zone=Trust dst zone=Private action=Permit sent=251 rcvd=225 src=192.168.48.33 dst=192.168.14.246 src_port=50150 dst_port=389 src-xlated ip=192.168.48.33 port=50150 dst-xlated ip=192.168.14.246 port=389 session_id=48000 reason=Close - AGE OUT"
1745312494000000001,2025-04-29 17:31:18,605,4.659,"Apr 29 17:31:18 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:30:18"" duration=60 policy_id=328 service=udp/port:389 proto=17 src zone=Trust dst zone=Private action=Permit sent=248 rcvd=223 src=192.168.48.124 dst=192.168.14.246 src_port=58622 dst_port=389 src-xlated ip=192.168.48.124 port=58622 dst-xlated ip=192.168.14.246 port=389 session_id=45839 reason=Close - AGE OUT"
1745155036000000001,2025-04-29 17:35:46,606,4.730,"Apr 29 17:35:46 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:35:29"" duration=17 policy_id=328 service=msrpc Endpoint Mapper(tcp) proto=6 src zone=Trust dst zone=Private action=Permit sent=758 rcvd=570 src=192.168.48.133 dst=192.168.14.244 src_port=58388 dst_port=135 src-xlated ip=192.168.48.133 port=58388 dst-xlated ip=192.168.14.244 port=135 session_id=46292 reason=Close - AGE OUT"
1745262369000000002,2025-04-29 17:38:14,600,4.611,"Apr 29 17:38:14 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:38:10"" duration=4 policy_id=328 service=ldap proto=6 src zone=Trust dst zone=Private action=Permit sent=4010 rcvd=7867 src=192.168.48.123 dst=192.168.1.235 src_port=58604 dst_port=389 src-xlated ip=192.168.48.123 port=58604 dst-xlated ip=192.168.1.235 port=389 session_id=46544 reason=Close - TCP FIN"
1743903178000000001,2025-04-29 17:31:16,588,4.752,"Apr 29 17:31:16 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:31:02"" duration=14 policy_id=328 service=msrpc Endpoint Mapper(tcp) proto=6 src zone=Trust dst zone=Private action=Permit sent=758 rcvd=570 src=192.168.48.130 dst=192.168.14.235 src_port=24105 dst_port=135 src-xlated ip=192.168.48.130 port=24105 dst-xlated ip=192.168.14.235 port=135 session_id=45999 reason=Close - AGE OUT"
1745155350000000002,2025-04-29 17:36:28,563,4.726,"Apr 29 17:36:28 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:35:29"" duration=59 policy_id=328 service=udp/port:389 proto=17 src zone=Trust dst zone=Private action=Permit sent=249 rcvd=219 src=192.168.48.133 dst=192.168.14.235 src_port=55735 dst_port=389 src-xlated ip=192.168.48.133 port=55735 dst-xlated ip=192.168.14.235 port=389 session_id=47298 reason=Close - AGE OUT"
1745296454000000002,2025-04-29 02:36:18,523,0.000,"Apr 28 01:50:03 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-28 01:49:48"" duration=15 policy_id=331 service=msrpc Endpoint Mapper(tcp) proto=6 src zone=Trust dst zone=Private action=Permit sent=1036 rcvd=780 src=192.168.48.34 dst=192.168.1.235 src_port=55496 dst_port=135 src-xlated ip=192.168.48.34 port=55496 dst-xlated ip=192.168.1.235 port=135 session_id=47401 reason=Close - AGE OUT"
1745600402000000001,2025-04-28 07:39:59,512,0.000,"Apr 28 07:39:59 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-28 07:39:56"" duration=3 policy_id=331 service=icmp proto=1 src zone=Trust dst zone=Private action=Permit sent=64 rcvd=64 src=192.168.48.33 dst=192.168.14.244 icmp type=0 icmp code=0 src-xlated ip=192.168.48.33 dst-xlated ip=192.168.14.244 session_id=47459 reason=Close - RESP"
1745740825000000001,2025-04-28 03:35:11,512,0.000,"Apr 28 03:35:11 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-28 03:35:06"" duration=5 policy_id=328 service=ldap proto=6 src zone=Trust dst zone=Private action=Permit sent=15457 rcvd=279327 src=192.168.48.130 dst=192.168.14.245 src_port=48760 dst_port=389 src-xlated ip=192.168.48.130 port=48760 dst-xlated ip=192.168.14.245 port=389 session_id=46909 reason=Close - TCP RST"
1745088946000000001,2025-04-29 17:28:46,468,4.546,"Apr 29 17:28:46 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:28:24"" duration=22 policy_id=19 service=http proto=6 src zone=Trust dst zone=Private action=Permit sent=206 rcvd=0 src=192.168.48.51 dst=216.58.220.131 src_port=54649 dst_port=80 src-xlated ip=192.168.48.51 port=54649 dst-xlated ip=216.58.220.131 port=80 session_id=46433 reason=Close - AGE OUT"
1744990429000000005,2025-04-29 14:01:50,442,0.000,"Apr 29 14:01:50 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 14:00:50"" duration=60 policy_id=331 service=udp/port:389 proto=17 src zone=Trust dst zone=Private action=Permit sent=251 rcvd=225 src=192.168.48.34 dst=192.168.14.246 src_port=52083 dst_port=389 src-xlated ip=192.168.48.34 port=52083 dst-xlated ip=192.168.14.246 port=389 session_id=46712 reason=Close - AGE OUT"
1745296442000000001,2025-04-29 02:19:24,419,0.000,"Apr 28 03:35:53 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-28 03:35:50"" duration=3 policy_id=331 service=ldap proto=6 src zone=Trust dst zone=Private action=Permit sent=3317 rcvd=972 src=192.168.48.34 dst=192.168.14.246 src_port=58151 dst_port=389 src-xlated ip=192.168.48.34 port=58151 dst-xlated ip=192.168.14.246 port=389 session_id=46958 reason=Close - TCP FIN"
1745625844000000001,2025-04-29 17:25:28,391,4.715,"Apr 29 17:25:28 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:24:27"" duration=61 policy_id=19 service=Network Time proto=17 src zone=Trust dst zone=Private action=Permit sent=94 rcvd=94 src=192.168.48.41 dst=192.168.88.2 src_port=123 dst_port=123 src-xlated ip=192.168.48.41 port=123 dst-xlated ip=192.168.88.2 port=123 session_id=47961 reason=Close - AGE OUT"
1739992527000000018,2025-04-29 17:39:22,365,4.795,"Apr 29 17:39:22 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:36:24"" duration=178 policy_id=331 service=msrpc Endpoint Mapper(tcp) proto=6 src zone=Trust dst zone=Private action=Permit sent=758 rcvd=570 src=192.168.48.23 dst=192.168.14.246 src_port=58345 dst_port=135 src-xlated ip=192.168.48.23 port=58345 dst-xlated ip=192.168.14.246 port=135 session_id=48025 reason=Close - AGE OUT"
1745681181000000001,2025-04-28 22:27:02,360,0.000,"Apr 28 22:27:02 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-28 22:27:02"" duration=0 policy_id=12 service=https proto=6 src zone=Trust dst zone=Private action=Deny sent=0 rcvd=28 src=192.168.48.51 dst=216.58.220.131 src_port=50061 dst_port=443 session_id=0 reason=Traffic Denied"
1739991605000000002,2025-04-29 17:40:04,346,4.751,"Apr 29 17:40:04 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:40:00"" duration=4 policy_id=327 service=ftp proto=6 src zone=Trust dst zone=Private action=Permit sent=1569 rcvd=2243 src=192.168.48.84 dst=157.7.188.171 src_port=53038 dst_port=21 src-xlated ip=192.168.48.84 port=53038 dst-xlated ip=157.7.188.171 port=21 session_id=46594 reason=Close - TCP FIN"
1739991003000000067,2025-04-29 17:30:02,344,4.756,"Apr 29 17:30:02 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:30:01"" duration=1 policy_id=327 service=ftp proto=6 src zone=Trust dst zone=Private action=Permit sent=1569 rcvd=2243 src=192.168.48.82 dst=157.7.188.171 src_port=38482 dst_port=21 src-xlated ip=192.168.48.82 port=38482 dst-xlated ip=157.7.188.171 port=21 session_id=46586 reason=Close - TCP FIN"
1739992395000000016,2025-04-29 17:32:02,296,4.747,"Apr 29 17:32:02 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:31:01"" duration=61 policy_id=328 service=udp/port:389 proto=17 src zone=Trust dst zone=Private action=Permit sent=293 rcvd=219 src=192.168.48.130 dst=192.168.14.235 src_port=58525 dst_port=389 src-xlated ip=192.168.48.130 port=58525 dst-xlated ip=192.168.14.235 port=389 session_id=47258 reason=Close - AGE OUT"
1739995646000000001,2025-04-29 17:11:28,280,13.547,Apr 29 17:11:28 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-information-00524: SNMP request has been received from an unknown host in SNMP community public at 192.168.1.20:60241. (2025-04-29 17:11:27)
1739992337000000014,2025-04-29 16:06:06,268,0.000,"Apr 29 16:06:06 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 16:06:04"" duration=2 policy_id=328 service=ldap proto=6 src zone=Trust dst zone=Private action=Permit sent=2705 rcvd=967 src=192.168.48.130 dst=192.168.14.246 src_port=22663 dst_port=389 src-xlated ip=192.168.48.130 port=22663 dst-xlated ip=192.168.14.246 port=389 session_id=46689 reason=Close - TCP FIN"
1745700299000000001,2025-04-29 17:37:38,259,4.654,"Apr 29 17:37:38 imtfw001 IMTFW001: NetScreen device_id=IMTFW001  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:36:37"" duration=61 policy_id=331 service=udp/port:389 proto=17 src zone=Trust dst zone=Private action=Permit sent=251 rcvd=221 src=192.168.48.33 dst=192.168.14.245 src_port=61958 dst_port=389 src-xlated ip=192.168.48.33 port=61958 dst-xlated ip=192.168.14.245 port=389 session_id=45806 reason=Close - AGE OUT"
