itemid,clock,value
1739990783000000058,1745730000,579
1739990783000000058,1745733600,362
1739990783000000058,1745737200,320
1739990783000000058,1745740800,341
1739990783000000058,1745744400,349
1739990783000000058,1745748000,336
1739990783000000058,1745751600,339
1739990783000000058,1745755200,283
1739990783000000058,1745758800,296
1739990783000000058,1745762400,239
1739990783000000058,1745766000,164
1739990783000000058,1745769600,176
1739990783000000058,1745773200,172
1739990783000000058,1745776800,100
1739990783000000058,1745791200,248
1739990783000000058,1745794800,376
1739990783000000058,1745798400,745
1739990783000000058,1745802000,1298
1739990783000000058,1745805600,1087
1739990783000000058,1745809200,1229
1739990783000000058,1745812800,1252
1739990783000000058,1745816400,1151
1739990783000000058,1745820000,897
1739990783000000058,1745823600,786
1739990783000000058,1745827200,997
1739990783000000058,1745830800,833
1739990783000000058,1745834400,425
1739990783000000058,1745838000,424
1739990783000000058,1745841600,300
1739990783000000058,1745845200,304
1739990783000000058,1745848800,308
1739990783000000058,1745852400,322
1739990783000000058,1745856000,225
1739990783000000058,1745859600,148
1739990783000000058,1745863200,66
1739990783000000058,1745866800,132
1739990783000000058,1745870400,143
1739990783000000058,1745874000,134
1739990783000000058,1745877600,222
1739990783000000058,1745881200,278
1739990783000000058,1745884800,371
1739990783000000058,1745888400,554
1739990783000000058,1745892000,701
1739990783000000058,1745895600,637
1739990783000000058,1745899200,664
1739990783000000058,1745902800,542
1739990783000000058,1745906400,588
1739990783000000058,1745910000,513
1739990783000000058,1745913600,277
1739990605000000008,1745697600,416
1739990605000000008,1745701200,403
1739990605000000008,1745704800,398
1739990605000000008,1745708400,401
1739990605000000008,1745712000,401
1739990605000000008,1745715600,400
1739990605000000008,1745719200,385
1739990605000000008,1745722800,404
1739990605000000008,1745726400,388
1739990605000000008,1745730000,386
1739990605000000008,1745733600,373
1739990605000000008,1745737200,399
1739990605000000008,1745740800,367
1739990605000000008,1745744400,389
1739990605000000008,1745748000,366
1739990605000000008,1745751600,376
1739990605000000008,1745755200,370
1739990605000000008,1745758800,365
1739990605000000008,1745762400,376
1739990605000000008,1745766000,367
1739990605000000008,1745769600,360
1739990605000000008,1745773200,353
1739990605000000008,1745776800,236
1739990605000000008,1745791200,349
1739990605000000008,1745794800,334
1739990605000000008,1745798400,360
1739990605000000008,1745802000,344
1739990605000000008,1745805600,357
1739990605000000008,1745809200,370
1739990605000000008,1745812800,346
1739990605000000008,1745816400,354
1739990605000000008,1745820000,364
1739990605000000008,1745823600,362
1739990605000000008,1745827200,367
1739990605000000008,1745830800,361
1739990605000000008,1745834400,376
1739990605000000008,1745838000,360
1739990605000000008,1745841600,364
1739990605000000008,1745845200,373
1739990605000000008,1745848800,371
1739990605000000008,1745852400,375
1739990605000000008,1745856000,360
1739990605000000008,1745859600,384
1739990605000000008,1745863200,203
1739990605000000008,1745866800,434
1739990605000000008,1745870400,397
1739990605000000008,1745874000,366
1739990605000000008,1745877600,388
1739990605000000008,1745881200,378
1739990605000000008,1745884800,363
1739990605000000008,1745888400,362
1739990605000000008,1745892000,358
1739990605000000008,1745895600,370
1739990605000000008,1745899200,368
1739990605000000008,1745902800,366
1739990605000000008,1745906400,369
1739990605000000008,1745910000,345
1739990605000000008,1745913600,224
1739990603000000006,1745697600,243
1739990603000000006,1745701200,330
1739990603000000006,1745704800,245
1739990603000000006,1745708400,185
1739990603000000006,1745712000,262
1739990603000000006,1745715600,194
1739990603000000006,1745719200,259
1739990603000000006,1745722800,216
1739990603000000006,1745726400,190
1739990603000000006,1745730000,311
1739990603000000006,1745733600,180
1739990603000000006,1745737200,248
1739990603000000006,1745740800,227
1739990603000000006,1745744400,218
1739990603000000006,1745748000,290
1739990603000000006,1745751600,200
1739990603000000006,1745755200,267
1739990603000000006,1745758800,261
1739990603000000006,1745762400,201
1739990603000000006,1745766000,343
1739990603000000006,1745769600,260
1739990603000000006,1745773200,328
1739990603000000006,1745776800,214
1739990603000000006,1745791200,308
1739990603000000006,1745794800,306
1739990603000000006,1745798400,276
1739990603000000006,1745802000,291
1739990603000000006,1745805600,294
1739990603000000006,1745809200,294
1739990603000000006,1745812800,316
1739990603000000006,1745816400,307
1739990603000000006,1745820000,278
1739990603000000006,1745823600,313
1739990603000000006,1745827200,294
1739990603000000006,1745830800,351
1739990603000000006,1745834400,285
1739990603000000006,1745838000,286
1739990603000000006,1745841600,330
1739990603000000006,1745845200,313
1739990603000000006,1745848800,344
1739990603000000006,1745852400,332
1739990603000000006,1745856000,249
1739990603000000006,1745859600,372
1739990603000000006,1745863200,168
1739990603000000006,1745866800,364
1739990603000000006,1745870400,274
1739990603000000006,1745874000,289
1739990603000000006,1745877600,311
1739990603000000006,1745881200,299
1739990603000000006,1745884800,342
1739990603000000006,1745888400,271
1739990603000000006,1745892000,275
1739990603000000006,1745895600,334
1739990603000000006,1745899200,277
1739990603000000006,1745902800,347
1739990603000000006,1745906400,294
1739990603000000006,1745910000,291
1739990603000000006,1745913600,266
1739990679000000038,1745697600,270
1739990679000000038,1745701200,270
1739990679000000038,1745704800,270
1739990679000000038,1745708400,270
1739990679000000038,1745712000,270
1739990679000000038,1745715600,270
1739990679000000038,1745719200,270
1739990679000000038,1745722800,270
1739990679000000038,1745726400,270
1739990679000000038,1745730000,270
1739990679000000038,1745733600,270
1739990679000000038,1745737200,270
1739990679000000038,1745740800,270
1739990679000000038,1745744400,270
1739990679000000038,1745748000,270
1739990679000000038,1745751600,270
1739990679000000038,1745755200,270
1739990679000000038,1745758800,270
