1742514668000000013,1742511600,20
1742514668000000013,1742515200,120
1742514668000000013,1742518800,137
1742514668000000013,1742522400,142
1742514668000000013,1742526000,76
1742514533000000010,1742511600,45
1742514533000000010,1742515200,45
1742514533000000010,1742518800,81
1742514533000000010,1742522400,63
1742514533000000010,1742526000,18
1742496227000000001,1742493600,4
1742496227000000001,1742497200,12
1742496227000000001,1742500800,12
1742496227000000001,1742504400,12
1742496227000000001,1742508000,12
1742496227000000001,1742511600,12
1742496227000000001,1742515200,11
1742496227000000001,1742518800,12
1742496227000000001,1742522400,12
1742496227000000001,1742526000,12
1742496227000000001,1742529600,12
1742496227000000001,1742533200,12
1742496227000000001,1742536800,12
1742496227000000001,1742540400,12
1742496227000000001,1742544000,12
1742496227000000001,1742547600,12
1742496227000000001,1742551200,12
1742496227000000001,1742554800,12
1742514529000000009,1742511600,27
1742514529000000009,1742515200,63
1742514529000000009,1742518800,27
1742514529000000009,1742522400,45
1742514529000000009,1742526000,45
1742514668000000012,1742511600,16
1742514668000000012,1742515200,8
1742514668000000012,1742518800,42
1742514668000000012,1742522400,66
1742514668000000012,1742526000,24
1742497646000000002,1742497200,1
1742497646000000002,1742504400,1
1742497646000000002,1742511600,16
1742497646000000002,1742515200,33
1742497646000000002,1742518800,3
1742497646000000002,1742522400,6
1742497646000000002,1742526000,8
1742497646000000002,1742529600,4
1742497646000000002,1742533200,9
1742497646000000002,1742536800,10
1742497646000000002,1742540400,4
1742497646000000002,1742544000,7
1742497646000000002,1742547600,3
1742497646000000002,1742551200,1
1742497646000000002,1742554800,2
1742497647000000004,1742497200,1
1742497647000000004,1742504400,1
1742497647000000004,1742511600,15
1742497647000000004,1742515200,33
1742497647000000004,1742518800,3
1742497647000000004,1742522400,6
1742497647000000004,1742526000,7
1742497647000000004,1742529600,4
1742497647000000004,1742533200,9
1742497647000000004,1742536800,10
1742497647000000004,1742540400,4
1742497647000000004,1742544000,7
1742497647000000004,1742547600,3
1742497647000000004,1742551200,1
1742497647000000004,1742554800,2
1742509041000000001,1742508000,41
1742509041000000001,1742526000,35
1742513685000000004,1742511600,1
1742513685000000004,1742522400,6
1742513685000000004,1742526000,3
1742513685000000004,1742529600,2
1742513685000000004,1742533200,3
1742513685000000004,1742536800,2
1742513685000000004,1742540400,6
1742513685000000004,1742544000,2
1742513685000000004,1742547600,14
1742513685000000004,1742551200,9
1742513685000000004,1742554800,1
1742512752000000001,1742511600,2
1742512752000000001,1742515200,4
1742512752000000001,1742518800,1
1742512752000000001,1742522400,4
1742512752000000001,1742526000,2
1742512752000000001,1742529600,7
1742512752000000001,1742533200,5
1742512752000000001,1742536800,4
1742512752000000001,1742540400,3
1742512752000000001,1742544000,4
1742512752000000001,1742547600,6
1742512752000000001,1742551200,4
1742512752000000001,1742554800,2
1742506193000000001,1742504400,1
1742506193000000001,1742511600,10
1742506193000000001,1742515200,14
1742506193000000001,1742518800,1
1742506193000000001,1742526000,3
1742506193000000001,1742529600,1
1742506193000000001,1742533200,3
1742506193000000001,1742536800,3
1742506193000000001,1742540400,2
1742506193000000001,1742544000,3
1742506193000000001,1742547600,1
1742506193000000001,1742551200,1
1742506193000000001,1742554800,1
1742514836000000014,1742511600,1
1742514836000000014,1742515200,3
1742514836000000014,1742522400,3
1742514836000000014,1742526000,3
1742514836000000014,1742529600,3
1742514836000000014,1742533200,1
1742514836000000014,1742536800,3
1742514836000000014,1742540400,4
1742514836000000014,1742544000,2
1742514836000000014,1742547600,9
1742514836000000014,1742551200,5
1742514836000000014,1742554800,1
1742497341000000001,1742497200,2
1742497341000000001,1742511600,3
1742497341000000001,1742515200,6
1742497341000000001,1742518800,2
1742497341000000001,1742522400,1
1742497341000000001,1742529600,2
1742497341000000001,1742533200,1
1742497341000000001,1742536800,5
1742497341000000001,1742544000,2
1742497341000000001,1742554800,2
1742497647000000003,1742497200,1
1742497647000000003,1742511600,4
1742497647000000003,1742515200,5
1742497647000000003,1742518800,1
1742497647000000003,1742526000,1
1742497647000000003,1742533200,4
1742497647000000003,1742536800,3
1742497647000000003,1742540400,1
1742497647000000003,1742547600,1
1742512752000000002,1742511600,1
1742512752000000002,1742522400,1
1742512752000000002,1742526000,1
1742512752000000002,1742529600,4
1742512752000000002,1742533200,2
1742512752000000002,1742536800,1
1742512752000000002,1742540400,1
1742512752000000002,1742544000,1
1742512752000000002,1742547600,6
1742512752000000002,1742551200,1
1742513727000000006,1742511600,15
1742517071000000002,1742515200,5
1742517071000000002,1742522400,1
1742517071000000002,1742526000,1
1742517071000000002,1742533200,1
1742517071000000002,1742536800,3
1742517071000000002,1742544000,2
1742517071000000002,1742554800,1
1742516741000000001,1742515200,3
1742516741000000001,1742522400,3
1742516741000000001,1742526000,1
1742516741000000001,1742529600,2
1742516741000000001,1742533200,1
1742516741000000001,1742544000,2
1742516741000000001,1742547600,1
1742513142000000003,1742511600,1
1742513142000000003,1742515200,5
1742513142000000003,1742522400,2
1742513142000000003,1742526000,1
1742513142000000003,1742540400,1
1742500058000000005,1742497200,1
1742500058000000005,1742504400,1
1742500058000000005,1742511600,1
1742500058000000005,1742518800,1
1742500058000000005,1742526000,1
1742500058000000005,1742533200,1
1742500058000000005,1742540400,1
1742500058000000005,1742554800,2
1742500074000000006,1742497200,1
1742500074000000006,1742504400,1
1742500074000000006,1742511600,1
1742500074000000006,1742518800,1
1742500074000000006,1742526000,1
