1742500074000000006,1742533200,1
1742500074000000006,1742540400,1
1742500074000000006,1742554800,2
1742513685000000005,1742511600,1
1742513685000000005,1742515200,1
1742513685000000005,1742533200,1
1742513685000000005,1742540400,1
1742513685000000005,1742547600,2
1742513685000000005,1742551200,2
1742513685000000005,1742554800,1
1742534103000000001,1742533200,2
1742534103000000001,1742536800,1
1742534103000000001,1742544000,1
1742534103000000001,1742547600,2
1742534103000000001,1742551200,2
1742534103000000001,1742554800,1
1742527654000000003,1742526000,1
1742527654000000003,1742529600,1
1742527654000000003,1742533200,1
1742527654000000003,1742540400,1
1742527654000000003,1742551200,1
1742518216000000005,1742515200,1
1742518216000000005,1742522400,1
1742518216000000005,1742526000,1
1742518216000000005,1742536800,1
1742517153000000003,1742515200,1
1742517153000000003,1742518800,1
1742517153000000003,1742529600,1
1742518273000000006,1742515200,1
1742518273000000006,1742522400,1
1742518273000000006,1742536800,1
1742518305000000009,1742515200,1
1742518305000000009,1742522400,1
1742518305000000009,1742536800,1
1742518305000000010,1742515200,1
1742518305000000010,1742522400,1
1742518305000000010,1742536800,1
1742524233000000006,1742522400,3
1742524450000000007,1742522400,1
1742524450000000007,1742547600,1
1742524450000000007,1742551200,1
1742527051000000001,1742526000,3
1742527261000000002,1742526000,3
1742514523000000008,1742511600,1
1742514523000000008,1742526000,1
1742514668000000011,1742511600,2
1742517913000000004,1742515200,1
1742517913000000004,1742544000,1
1742522740000000001,1742522400,1
1742522740000000001,1742540400,1
1742523090000000002,1742522400,2
1742523322000000003,1742522400,1
1742523322000000003,1742536800,1
1742528079000000004,1742526000,1
1742528079000000004,1742547600,1
1742540010000000003,1742536800,1
1742540010000000003,1742544000,1
1742546641000000001,1742544000,2
1742514523000000007,1742511600,1
1742518295000000007,1742515200,1
1742518295000000008,1742515200,1
1742520585000000001,1742518800,1
1742520585000000002,1742518800,1
1742520794000000003,1742518800,1
1742524030000000004,1742522400,1
1742524030000000005,1742522400,1
1742525815000000008,1742522400,1
1742528079000000005,1742526000,1
1742528711000000006,1742526000,1
1742531823000000001,1742529600,1
1742534985000000002,1742533200,1
1742534985000000003,1742533200,1
1742535273000000004,1742533200,1
1742537405000000001,1742536800,1
1742537405000000002,1742536800,1
1742540218000000004,1742536800,1
1742540464000000001,1742540400,1
1742546741000000002,1742544000,1
1742547959000000001,1742547600,1
1742553361000000001,1742551200,1
1742553585000000002,1742551200,1
1742553585000000003,1742551200,1
